frame,is_detected,pos_cx,pos_cy,pos_Z,vel_cx,vel_cy,vel_Z,P_diag_cx,P_diag_cy,P_diag_Z,P_diag_vcx,P_diag_vcy,P_diag_vZ
17,1,779.3085596197656,156.63024053742424,2.6325088556015848,-26.82316044456361,-1061.3448265516593,0.8711572805255692,2.705168951566907,2.705168951566907,0.007002142042372995,156.05169666758323,156.05169666758323,110.72382987789203
18,1,782.7165858079208,139.93994730903984,2.607038954108014,-5.809982378188401,-970.0664712906895,-0.6114836428754191,2.6491781111918864,2.6491781111918864,0.008465813324929471,154.6878671079811,154.6878671079811,111.44713281714778
19,1,786.7797363809249,131.80878650051463,2.7149470830055784,15.101265441789419,-851.1644837146462,2.81648213478426,2.6138459475707534,2.6138459475707534,0.007614830305198603,153.87058066696477,153.87058066696477,111.46780235039657
20,1,791.0869809259157,132.6386754670056,2.8577873015590054,33.87524355020004,-707.0379573477902,4.139408495551967,2.592194391433362,2.592194391433362,0.010365710386600143,153.32667461110117,153.32667461110117,113.13597207234268
21,1,794.7765103732821,141.53120040724818,2.9002932479882713,46.55470110100565,-546.286405704061,1.6398558408410309,2.579314258858414,2.579314258858414,0.013212204708546236,152.91529783572048,152.91529783572048,116.12724911607081
22,1,797.1918000137632,159.6824983508998,2.901693692807536,50.84005329755798,-365.8288343233583,0.28117585940814616,2.5718248720676464,2.5718248720676464,0.012629563667512816,152.57116882406635,152.57116882406635,116.77653578792658
23,1,798.6692397815502,186.3076479512193,3.0952360740984153,49.760669769865295,-172.93962021730837,5.01831296083885,2.567483999071963,2.567483999071963,0.011941226128639884,152.26934193228962,152.26934193228962,116.26746043930244
24,0,800.3279287738791,180.5429939439757,3.2625131727930436,49.760669769865295,-172.93962021730837,5.01831296083885,3.587173724697982,3.587173724697982,0.16160376270136054,177.26934193228962,177.26934193228962,216.26746043930245
25,0,801.9866177662079,174.77833993673207,3.429790271487672,49.760669769865295,-172.93962021730837,5.01831296083885,4.973017543506867,4.973017543506867,0.6807495446947532,202.26934193228962,202.26934193228962,316.26746043930245
26,0,803.6453067585368,169.01368592948845,3.5970673701823004,49.760669769865295,-172.93962021730837,5.01831296083885,6.780571011054173,6.780571011054173,1.7916007943310404,227.26934193228962,227.26934193228962,416.26746043930245
27,0,805.3039957508656,163.24903192224482,3.7643444688769288,49.760669769865295,-172.93962021730837,5.01831296083885,9.065389682895455,9.065389682895455,3.716379733832444,252.26934193228962,252.26934193228962,516.2674604393025
28,1,800.5965784279313,368.79898462426536,2.5381266888477545,24.865745754188822,653.4149546060617,-6.046153301589483,5.121252354936213,5.121252354936213,0.042580492117011905,173.86597878175513,173.86597878175513,197.9814758666601
29,0,801.4254366197375,390.5794831111341,2.3365882454614386,24.865745754188822,653.4149546060617,-6.046153301589483,6.649561491264127,6.649561491264127,0.28509942176348,198.86597878175513,198.86597878175513,297.9814758666601
30,1,808.2913166421747,513.3815404413555,2.8294615843744952,47.66702927889634,1034.9642134820178,4.814129018801408,4.39563889335544,4.39563889335544,0.003713952380690467,164.00445946226398,164.00445946226398,135.04782718741842
31,1,819.3083335785518,585.6259186528602,3.2654545400700896,84.26845004582667,1181.4984240870735,12.783531333520163,3.484040313450678,3.484040313450678,0.013138714002910482,155.83859539776125,155.83859539776125,114.1526800821951
32,0,822.1172819134127,625.0091994557627,3.6915722511874285,84.26845004582667,1181.4984240870735,12.783531333520163,4.558900269648124,4.558900269648124,0.16531061902236308,180.83859539776125,180.83859539776125,214.1526800821951
33,0,824.9262302482737,664.392480258665,4.117689962304767,84.26845004582667,1181.4984240870735,12.783531333520163,6.007845993396151,6.007845993396151,0.6822662575578047,205.83859539776125,205.83859539776125,314.1526800821951
34,0,827.7351785831346,703.7757610615674,4.543807673422106,84.26845004582667,1181.4984240870735,12.783531333520163,7.8864330402503136,7.8864330402503136,1.7862278518314576,230.83859539776125,230.83859539776125,414.1526800821951
35,1,868.2889263761242,694.470239035941,3.4786490480872287,228.99945427012113,994.803053360072,-1.5673818200830851,4.792255217484185,4.792255217484185,0.10627776060516701,175.5896388557819,175.5896388557819,181.40353989086083
36,1,892.3952740344488,691.911464568167,3.7649673914743014,293.24517690560504,855.4974935638998,4.797945102223431,3.675397399975479,3.675397399975479,0.023195497345350632,162.00070915994257,162.00070915994257,156.68896982319802
37,1,912.1049080533066,690.0442285767025,3.8349110788480285,333.9966530280835,730.8662852380411,2.5482991921321245,3.135115995645507,3.135115995645507,0.035825530154967505,158.8028142125567,158.8028142125567,137.605486626766
38,1,930.181127413452,687.38346857597,4.062789454635102,364.22977685347513,613.1953841040934,5.70267646963079,2.8491404436844396,2.8491404436844396,0.03617690554035674,158.77839996423506,158.77839996423506,134.2340688847369
39,1,947.25246999891,680.4620960981207,4.347489396508049,386.87980591491237,487.49793994652623,7.7939186859603184,2.6978036164093715,2.6978036164093715,0.047090385292994454,159.40530082916126,159.40530082916126,140.6920171028067
40,1,962.7132642619194,670.9775714743901,4.555214454471192,399.1503897370723,364.3785120260434,6.700082228439982,2.6226337492022735,2.6226337492022735,0.06234491732292815,159.71893690674176,159.71893690674176,147.82435973106672
41,1,978.1785784311871,657.2839836210461,4.639728975680656,409.76674016639754,237.3954802949827,3.941759923604976,2.590039789395296,2.590039789395296,0.07205111872951685,159.44462013833206,159.44462013833206,152.3415970698059
42,1,992.569040018468,641.2362913790338,4.689211924404627,413.41736675571445,117.82773232816658,2.358437547221226,2.5794531866447263,2.5794531866447263,0.07283554943409168,158.63949087021297,158.63949087021297,153.72354439582858
43,1,1005.0304050939558,625.060642423369,4.557130195553411,406.7882313318637,16.80764067578457,-1.7194067135351832,2.578481428876082,2.578481428876082,0.07271237801219045,157.49539226784592,157.49539226784592,154.53821362101309
44,1,1016.1703247061512,606.7247393681,4.7309739121009615,394.60919226437755,-78.30256939755745,2.7627843668400027,2.5802322097015438,2.5802322097015438,0.06040164899323527,156.22264213213558,156.22264213213558,150.0761542042278
45,1,1026.5148124996667,589.5799060205765,4.743972873909972,380.4885954568383,-151.3635200820973,1.1630070908837657,2.5814232501189465,2.5814232501189465,0.07363683720908507,154.9904044326334,154.9904044326334,155.3292514499048
46,1,1036.068285007085,573.3275437524758,4.6538535253809945,364.7990207111187,-207.5490970151953,-1.3239527073894362,2.580952152017359,2.580952152017359,0.07380008834290583,153.90683091240518,153.90683091240518,154.16124584272032
47,1,1046.0066295937725,557.1040471884318,4.848967505867838,353.69288025444473,-254.06679816635744,3.2936605547003817,2.5788667766926685,2.5788667766926685,0.0654064086826204,153.0228052951253,153.0228052951253,151.86075902304765
48,1,1055.4964733318361,541.5290621163596,4.868730542031378,342.22452064267964,-289.50074972045815,1.504908659132552,2.5756918952067367,2.5756918952067367,0.08088453877069961,152.34611702706718,152.34611702706718,158.13119881589796
49,0,1066.9039573532589,531.8790371256777,4.918894164002463,342.22452064267964,-289.50074972045815,1.504908659132552,3.6011973015615437,3.6011973015615437,0.36372746407603074,177.34611702706718,177.34611702706718,258.13119881589796
50,1,1073.1566256461217,519.1945890288205,5.377602580003106,317.61903611119095,-303.9849630721247,7.208091658963539,3.211402749908132,3.211402749908132,0.0995319743782669,161.75287210772856,161.75287210772856,161.39511234067066
51,1,1079.4243495530698,507.9672132629813,5.913564937333849,297.3372189747386,-309.12420075779164,12.596203162915165,2.96110993042308,2.96110993042308,0.12063341077009991,154.74305717090638,154.74305717090638,178.10058948527637
52,1,1085.1666449818456,496.7450524541266,5.481943279306064,277.763955101392,-313.43432290151924,-2.297950359181394,2.7978266664086426,2.7978266664086426,0.17807816255544653,151.92211463092036,151.92211463092036,190.29250191195163
53,1,1091.2897600104848,487.1193538785585,5.251238002192766,262.9112907615529,-309.54025754904274,-4.738679719416355,2.6927439962297517,2.6927439962297517,0.12186322163137141,151.12958298910348,151.12958298910348,171.06596791590067
54,0,1100.0534697025366,476.80134529359043,5.093282011545554,262.9112907615529,-309.54025754904274,-4.738679719416355,3.71097315063485,3.71097315063485,0.44060697754035527,176.12958298910348,176.12958298910348,271.06596791590067
55,0,1108.8171793945885,466.48333670862235,4.9353260208983425,262.9112907615529,-309.54025754904274,-4.738679719416355,5.09282360057129,5.09282360057129,1.2506084399291184,201.12958298910348,201.12958298910348,371.06596791590067
56,1,1110.7143474487023,461.9122841619429,5.5338943235720395,232.66401945414302,-284.2247861447113,3.179929710117367,3.903689451882722,3.903689451882722,0.0903800769339493,168.10781930452185,168.10781930452185,177.03868337765232
57,0,1118.4698147638403,452.4381246237859,5.6398919805759515,232.66401945414302,-284.2247861447113,3.179929710117367,5.236865276272064,5.236865276272064,0.35015749755404646,193.10781930452185,193.10781930452185,277.0386833776523
58,0,1126.2252820789784,442.96396508562884,5.745889637579864,232.66401945414302,-284.2247861447113,3.179929710117367,6.97139181022701,6.97139181022701,1.1144653256800376,218.10781930452185,218.10781930452185,377.0386833776523
59,0,1133.9807493941164,433.4898055474718,5.851887294583776,232.66401945414302,-284.2247861447113,3.179929710117367,9.162824609303115,9.162824609303115,2.605525783534145,243.10781930452185,243.10781930452185,477.0386833776523
60,1,1128.945660087544,438.7671278983285,6.299051365027992,184.58084783084223,-228.76996456458488,6.192352727736341,5.118220640683599,5.118220640683599,0.21629299610880984,172.73722581914433,172.73722581914433,200.5250635469405
61,0,1135.0983550152387,431.1414624128424,6.5054631226192035,184.58084783084223,-228.76996456458488,6.192352727736341,6.592869534472225,6.592869534472225,0.5664198696867129,197.73722581914433,197.73722581914433,300.5250635469405
62,1,1135.7131124972811,432.407311991881,6.7629516199249,163.94871996996045,-195.6437551249577,6.837594120776062,4.365909159474444,4.365909159474444,0.2918714362339067,165.64502339254483,165.64502339254483,211.98909580322174
63,1,1137.6482906544343,429.4121971153621,7.041920417352935,150.2995944597369,-182.0079143606462,7.547546649653541,3.4650709655372123,3.4650709655372123,0.2756589934817317,158.20906074869907,158.20906074869907,215.75371471784842
64,1,1140.9419076030283,425.839356491433,7.015441818661889,143.23119091032873,-171.73668008452307,3.5709919047390644,3.015125941703799,3.015125941703799,0.30604709983432343,157.44721488233643,157.44721488233643,220.67123835065138
65,1,1143.7961293676271,421.59634580232034,6.528344227959847,134.78892418651614,-165.22281790874584,-4.864628025696887,2.7777820050436652,2.7777820050436652,0.29955831266065813,158.4755415905122,158.4755415905122,215.4094487269102
66,1,1146.6529407938842,418.7792233465432,6.322083332313887,127.19210352194939,-152.7314636530049,-5.4774564779298345,2.656047269148017,2.656047269148017,0.21650808914560038,159.50224623216482,159.50224623216482,199.5161320235328
67,1,1149.7004287679263,415.64994256155916,6.644220074296507,121.43571641680609,-143.25970243722074,2.154678253225052,2.5995827163265863,2.5995827163265863,0.18215234576257258,159.88921060145364,159.88921060145364,195.111917907598
68,1,1152.74887001626,412.73558678574176,6.810471912369347,116.49091705844135,-134.05221336043186,3.6553355697754863,2.5785568433659156,2.5785568433659156,0.22436031838197873,159.54226927780718,159.54226927780718,204.64499681834263
69,0,1156.6319005848748,408.26717967372736,6.932316431361863,116.49091705844135,-134.05221336043186,3.6553355697754863,3.6063525165173806,3.6063525165173806,0.6894440259378796,184.54226927780718,184.54226927780718,304.64499681834263
70,1,1160.0138986146953,406.05933763387264,6.819656914876477,114.07114372259082,-123.13464880717619,0.8553305244168823,3.221081863853046,3.221081863853046,0.35298411561156545,167.66537228923596,167.66537228923596,209.6967405031119
71,1,1163.2836164825471,403.02101950352494,7.183364502374004,111.5369586881169,-118.0621729527674,5.187407083108861,2.9752196041336703,2.9752196041336703,0.27110647361920864,159.40831947531834,159.40831947531834,210.17188216066745
72,1,1166.5271978556384,399.77038348894916,7.59793806468265,109.28248833599432,-114.80740391143155,8.627765346021778,2.81491112958589,2.81491112958589,0.3068793147913371,155.46591220843285,155.46591220843285,222.7512115356959
73,0,1170.1699474668383,395.9434700252348,7.885530242883377,109.28248833599432,-114.80740391143155,8.627765346021778,3.8796185478144434,3.8796185478144434,0.845636921115337,180.46591220843285,180.46591220843285,322.7512115356959
74,0,1173.8126970780381,392.1165565615204,8.173122421084102,109.28248833599432,-114.80740391143155,8.627765346021778,5.317583548728403,5.317583548728403,1.9905083308519944,205.46591220843285,205.46591220843285,422.7512115356959
75,0,1177.455446689238,388.289643097806,8.460714599284827,109.28248833599432,-114.80740391143155,8.627765346021778,7.1843616878833245,7.1843616878833245,3.9637157662235323,230.46591220843285,230.46591220843285,522.7512115356959
76,1,1177.0890217129786,384.9243263154017,7.851723411591323,92.83952608495954,-112.9142419549215,1.690019430092505,4.630009292221344,4.630009292221344,0.9132119102330617,172.95081920096038,172.95081920096038,259.0460321065625
77,0,1180.1836725824774,381.16051825023766,7.908057392594406,92.83952608495954,-112.9142419549215,1.690019430092505,6.088124366169262,6.088124366169262,1.6721353209383758,197.95081920096038,197.95081920096038,359.0460321065625
78,0,1183.2783234519761,377.39671018507363,7.96439137359749,92.83952608495954,-112.9142419549215,1.690019430092505,7.958352371674868,7.958352371674868,3.1178276918804952,222.95081920096038,222.95081920096038,459.0460321065625
79,1,1184.2050195527866,375.2427896602194,7.532502660480423,84.67319317568297,-106.8500575030379,-2.1435820845785223,4.80229294462073,4.80229294462073,0.6536092270975155,169.9967307757745,169.9967307757745,261.9299866648426
80,0,1187.0274593253093,371.6811210767848,7.4610499243278054,84.67319317568297,-106.8500575030379,-2.1435820845785223,6.197141950222678,6.197141950222678,1.28679205418606,194.9967307757745,194.9967307757745,361.9299866648426
81,1,1189.522941017215,373.8740668685075,7.116745373770812,83.43626112609047,-85.07947779983476,-4.850804702233699,4.23460432562455,4.23460432562455,0.44393854939404004,166.1407124755065,166.1407124755065,248.38141942957083
82,1,1191.956010189979,373.1920752188067,7.427756412771534,82.06849030010095,-76.61687672732432,1.064778220713663,3.40886333307767,3.40886333307767,0.29678323298117204,159.06036502395818,159.06036502395818,236.12692186693488
83,1,1194.5864218990703,373.11749812153477,7.512986474444719,81.62932574781605,-66.26724778000053,1.7790092893300882,2.9904054416866623,2.9904054416866623,0.32930488491775445,158.13052780046522,158.13052780046522,237.67292734627205
84,0,1197.3073994239974,370.90858986220144,7.572286784089055,81.62932574781605,-66.26724778000053,1.7790092893300882,3.998312756391573,3.998312756391573,0.9086409990077131,183.13052780046522,183.13052780046522,337.67292734627205
85,1,1200.2405011465469,370.7719145827088,7.19466143225741,82.5690813103736,-57.08681248998238,-3.1313631375155815,3.369290703896902,3.369290703896902,0.47307039033389214,168.56078327368843,168.56078327368843,228.7449989905948
86,1,1202.4846888870613,369.97102399283085,7.622227804390489,80.27555840917677,-52.11260461532555,3.232982066375415,3.0228867461207405,3.0228867461207405,0.31941842796318404,162.4124760340004,162.4124760340004,219.63304845145888
87,0,1205.160540834034,368.23393717232,7.729993873269669,80.27555840917677,-52.11260461532555,3.232982066375415,4.112989574451916,4.112989574451916,0.8182294317817006,187.4124760340004,187.4124760340004,319.6330484514589
88,1,1206.8663259260666,367.07862757168544,7.913952495599879,75.88554368305526,-49.47978549613546,4.099676003184178,3.4489320503590224,3.4489320503590224,0.5001580589330238,168.5269452883175,168.5269452883175,236.40572388565607
89,0,1209.395844048835,365.42930138848095,8.050608362372685,75.88554368305526,-49.47978549613546,4.099676003184178,4.676721601102896,4.676721601102896,1.1421192070272004,193.5269452883175,193.5269452883175,336.4057238856561
90,1,1210.9590125205357,362.95181362674043,7.902523038233018,71.64484669123995,-53.11406250027585,1.184310576271642,3.708231916124113,3.708231916124113,0.60457736378086,168.48446021142615,168.48446021142615,246.0387003835005
91,1,1212.516366428987,361.127430170146,8.187557556888095,67.99331809539954,-53.35102600599767,3.922445524528915,3.2061366710729895,3.2061366710729895,0.4595015622776366,159.2120807897063,159.2120807897063,242.69872501376523
92,0,1214.7828103655004,359.34906263661276,8.318305741039058,67.99331809539954,-53.35102600599767,3.922445524528915,4.322470211285607,4.322470211285607,1.0707507018204112,184.2120807897063,184.2120807897063,342.6987250137652
93,1,1216.046126163678,355.3043793994744,8.793136168699425,63.59174934373799,-63.29526343805604,7.556901824270366,3.534555364320233,3.534555364320233,0.6566606006922924,165.20260128677802,165.20260128677802,255.72886461272142
94,1,1218.0999021067794,351.6310733985916,9.001991454844873,63.30009144326493,-70.20964200898186,7.0826762960594385,3.1099699462250943,3.1099699462250943,0.6469671921497898,158.08630370397248,158.08630370397248,263.9253145161754
95,1,1219.6290142460507,349.51174011462825,8.553404401984071,60.67061783327657,-69.20931232368945,-0.6209548349070015,2.864816379927712,2.864816379927712,0.6793277150942535,155.67595940674528,155.67595940674528,270.7374362176019
96,0,1221.6513681738265,347.2047630371719,8.532705907487172,60.67061783327657,-69.20931232368945,-0.6209548349070015,3.9023190722017853,3.9023190722017853,1.4897105538186688,180.67595940674528,180.67595940674528,370.7374362176019
97,0,1223.6737221016024,344.8977859597156,8.512007412990272,60.67061783327657,-69.20931232368945,-0.6209548349070015,5.313546118713071,5.313546118713071,3.012843250804422,205.67595940674528,205.67595940674528,470.7374362176019
98,0,1225.6960760293782,342.59080888225924,8.491308918493372,60.67061783327657,-69.20931232368945,-0.6209548349070015,7.1540530750171225,7.1540530750171225,5.470948028273734,230.67595940674528,230.67595940674528,570.737436217602
99,0,1227.718429957154,340.2838318048029,8.470610423996472,60.67061783327657,-69.20931232368945,-0.6209548349070015,9.479395496669497,9.479395496669497,9.086247108448829,255.67595940674528,255.67595940674528,670.737436217602
100,0,1229.74078388493,337.97685472734656,8.449911929499573,60.67061783327657,-69.20931232368945,-0.6209548349070015,12.34512893922575,12.34512893922575,14.080962713551926,280.6759594067453,280.6759594067453,770.737436217602
101,0,1231.7631378127057,335.6698776498902,8.429213435002673,60.67061783327657,-69.20931232368945,-0.6209548349070015,15.806808958241438,15.806808958241438,20.67731706580525,305.6759594067453,305.6759594067453,870.737436217602
102,0,1233.7854917404816,333.3629005724339,8.408514940505773,60.67061783327657,-69.20931232368945,-0.6209548349070015,19.919991109272114,19.919991109272114,29.097532387431027,330.6759594067453,330.6759594067453,970.737436217602
103,0,1235.8078456682574,331.05592349497755,8.387816446008873,60.67061783327657,-69.20931232368945,-0.6209548349070015,24.740230947873336,24.740230947873336,39.56383090065147,355.6759594067453,355.6759594067453,1070.737436217602
104,0,1237.8301995960333,328.7489464175212,8.367117951511974,60.67061783327657,-69.20931232368945,-0.6209548349070015,30.323084029600658,30.323084029600658,52.2984348276888,380.6759594067453,380.6759594067453,1170.737436217602
105,0,1239.852553523809,326.4419693400649,8.346419457015074,60.67061783327657,-69.20931232368945,-0.6209548349070015,36.72410591000964,36.72410591000964,67.52356639076525,405.6759594067453,405.6759594067453,1270.737436217602
106,0,1241.874907451585,324.13499226260853,8.325720962518174,60.67061783327657,-69.20931232368945,-0.6209548349070015,43.998852144655835,43.998852144655835,85.46144781210305,430.6759594067453,430.6759594067453,1370.737436217602
107,0,1243.8972613793608,321.8280151851522,8.305022468021274,60.67061783327657,-69.20931232368945,-0.6209548349070015,52.20287828909479,52.20287828909479,106.33430131392439,455.6759594067453,455.6759594067453,1470.737436217602
108,0,1245.9196153071366,319.52103810769586,8.284323973524375,60.67061783327657,-69.20931232368945,-0.6209548349070015,61.391739898882065,61.391739898882065,130.3643491184515,480.6759594067453,480.6759594067453,1570.737436217602
109,0,1247.9419692349124,317.2140610302395,8.263625479027475,60.67061783327657,-69.20931232368945,-0.6209548349070015,71.62099252957321,71.62099252957321,157.77381344790666,505.6759594067453,505.6759594067453,1670.737436217602
110,0,1249.9643231626883,314.9070839527832,8.242926984530575,60.67061783327657,-69.20931232368945,-0.6209548349070015,82.9461917367238,82.9461917367238,188.78491652451203,530.6759594067453,530.6759594067453,1770.737436217602
111,0,1251.9866770904641,312.60010687532684,8.222228490033675,60.67061783327657,-69.20931232368945,-0.6209548349070015,95.42289307588939,95.42289307588939,223.61988057048984,555.6759594067453,555.6759594067453,1870.737436217602
112,0,1254.00903101824,310.2931297978705,8.201529995536776,60.67061783327657,-69.20931232368945,-0.6209548349070015,109.10665210262552,109.10665210262552,262.50092780806233,580.6759594067453,580.6759594067453,1970.737436217602
113,0,1256.0313849460158,307.98615272041417,8.180831501039876,60.67061783327657,-69.20931232368945,-0.6209548349070015,124.05302437248774,124.05302437248774,305.6502804594517,605.6759594067453,605.6759594067453,2070.737436217602
114,0,1258.0537388737916,305.67917564295783,8.160133006542976,60.67061783327657,-69.20931232368945,-0.6209548349070015,140.31756544103163,140.31756544103163,353.2901607468802,630.6759594067453,630.6759594067453,2170.737436217602
115,0,1260.0760928015675,303.3721985655015,8.139434512046076,60.67061783327657,-69.20931232368945,-0.6209548349070015,157.9558308638127,157.9558308638127,405.64279089257,655.6759594067453,655.6759594067453,2270.737436217602
116,0,1262.0984467293433,301.06522148804515,8.118736017549177,60.67061783327657,-69.20931232368945,-0.6209548349070015,177.02337619638658,177.02337619638658,462.93039311874344,680.6759594067453,680.6759594067453,2370.737436217602
117,0,1264.1208006571192,298.7582444105888,8.098037523052277,60.67061783327657,-69.20931232368945,-0.6209548349070015,197.57575699430876,197.57575699430876,525.3751896476226,705.6759594067453,705.6759594067453,2470.737436217602
118,0,1266.143154584895,296.4512673331325,8.077339028555377,60.67061783327657,-69.20931232368945,-0.6209548349070015,219.66852881313483,219.66852881313483,593.1994027014298,730.6759594067453,730.6759594067453,2570.737436217602
119,0,1268.1655085126708,294.14429025567614,8.056640534058477,60.67061783327657,-69.20931232368945,-0.6209548349070015,243.35724720842032,243.35724720842032,666.6252545023872,755.6759594067453,755.6759594067453,2670.737436217602
120,0,1270.1878624404467,291.8373131782198,8.035942039561577,60.67061783327657,-69.20931232368945,-0.6209548349070015,268.6974677357208,268.6974677357208,745.874967272717,780.6759594067453,780.6759594067453,2770.737436217602
121,0,1272.2102163682225,289.53033610076346,8.015243545064678,60.67061783327657,-69.20931232368945,-0.6209548349070015,295.74474595059183,295.74474595059183,831.1707632346414,805.6759594067453,805.6759594067453,2870.737436217602
122,0,1274.2325702959984,287.2233590233071,7.994545050567778,60.67061783327657,-69.20931232368945,-0.6209548349070015,324.554637408589,324.554637408589,922.7348646103828,830.6759594067453,830.6759594067453,2970.737436217602
123,0,1276.2549242237742,284.9163819458508,7.973846556070878,60.67061783327657,-69.20931232368945,-0.6209548349070015,355.18269766526777,355.18269766526777,1020.7894936221634,855.6759594067453,855.6759594067453,3070.737436217602
124,0,1278.27727815155,282.60940486839445,7.9531480615739785,60.67061783327657,-69.20931232368945,-0.6209548349070015,387.68448227618376,387.68448227618376,1125.5568724922052,880.6759594067453,880.6759594067453,3170.737436217602
125,0,1280.2996320793259,280.3024277909381,7.932449567077079,60.67061783327657,-69.20931232368945,-0.6209548349070015,422.11554679689254,422.11554679689254,1237.2592234427307,905.6759594067453,905.6759594067453,3270.737436217602
126,0,1282.3219860071017,277.9954507134818,7.911751072580179,60.67061783327657,-69.20931232368945,-0.6209548349070015,458.5314467829497,458.5314467829497,1356.118768695962,930.6759594067453,930.6759594067453,3370.737436217602
127,0,1284.3443399348776,275.68847363602544,7.891052578083279,60.67061783327657,-69.20931232368945,-0.6209548349070015,496.9877377899107,496.9877377899107,1482.3577304741214,955.6759594067453,955.6759594067453,3470.737436217602
128,0,1286.3666938626534,273.3814965585691,7.8703540835863794,60.67061783327657,-69.20931232368945,-0.6209548349070015,537.539975373331,537.539975373331,1616.198330999431,980.6759594067453,980.6759594067453,3570.737436217602
129,0,1288.3890477904292,271.07451948111276,7.84965558908948,60.67061783327657,-69.20931232368945,-0.6209548349070015,580.2437150887664,580.2437150887664,1757.862792494113,1005.6759594067453,1005.6759594067453,3670.737436217602
130,0,1290.411401718205,268.7675424036564,7.82895709459258,60.67061783327657,-69.20931232368945,-0.6209548349070015,625.1545124917724,625.1545124917724,1907.5733371803894,1030.6759594067453,1030.6759594067453,3770.737436217602
131,0,1292.433755645981,266.4605653262001,7.80825860009568,60.67061783327657,-69.20931232368945,-0.6209548349070015,672.3279231379043,672.3279231379043,2065.552187280483,1055.6759594067453,1055.6759594067453,3870.737436217602
132,0,1294.4561095737567,264.15358824874374,7.78756010559878,60.67061783327657,-69.20931232368945,-0.6209548349070015,721.819502582718,721.819502582718,2232.0215650166156,1080.6759594067453,1080.6759594067453,3970.737436217602
133,0,1296.4784635015326,261.8466111712874,7.766861611101881,60.67061783327657,-69.20931232368945,-0.6209548349070015,773.6848063817689,773.6848063817689,2407.2036926110095,1105.6759594067453,1105.6759594067453,4070.737436217602
134,0,1298.5008174293084,259.53963409383107,7.746163116604981,60.67061783327657,-69.20931232368945,-0.6209548349070015,827.9793900906126,827.9793900906126,2591.320792285887,1130.6759594067453,1130.6759594067453,4170.7374362176015
135,0,1300.5231713570843,257.23265701637473,7.725464622108081,60.67061783327657,-69.20931232368945,-0.6209548349070015,884.7588092648045,884.7588092648045,2784.59508626347,1155.6759594067453,1155.6759594067453,4270.7374362176015
